Date,Open,High,Low,Close,Volume
24-May-17,68.87,68.88,68.45,68.77,14666865
23-May-17,68.72,68.75,68.38,68.68,15425824
22-May-17,67.89,68.50,67.50,68.45,16237550
19-May-17,67.50,68.10,67.43,67.69,26961119
18-May-17,67.40,68.13,67.14,67.71,25201274
17-May-17,68.89,69.10,67.43,67.48,30548781
16-May-17,68.23,69.44,68.16,69.41,34956038
15-May-17,68.14,68.48,67.57,68.43,31530301
12-May-17,68.61,68.61,68.04,68.38,18714123
11-May-17,68.36,68.73,68.12,68.46,28789413
10-May-17,68.99,69.56,68.92,69.31,17977830
9-May-17,68.86,69.28,68.68,69.04,22858414
8-May-17,68.97,69.05,68.42,68.94,18566087
5-May-17,68.90,69.03,68.48,69.00,19128782
4-May-17,69.03,69.08,68.64,68.81,21749409
3-May-17,69.38,69.38,68.71,69.08,28927973
2-May-17,69.71,69.71,69.13,69.30,23906119
1-May-17,68.68,69.55,68.50,69.41,31954362
28-Apr-17,68.91,69.14,67.69,68.46,39548818
27-Apr-17,68.15,68.38,67.58,68.27,34970953
26-Apr-17,68.08,68.31,67.62,67.83,26190770
25-Apr-17,67.90,68.04,67.60,67.92,30242730
24-Apr-17,67.48,67.66,67.10,67.53,29769976
21-Apr-17,65.67,66.70,65.45,66.40,32522645
20-Apr-17,65.46,65.75,65.14,65.50,22299477
19-Apr-17,65.65,65.75,64.89,65.04,26992771
18-Apr-17,65.33,65.71,65.16,65.39,15155611
17-Apr-17,65.04,65.49,65.01,65.48,16689265
13-Apr-17,65.29,65.86,64.95,64.95,17896483
12-Apr-17,65.42,65.51,65.11,65.23,17108513
11-Apr-17,65.60,65.61,64.85,65.48,18791533
10-Apr-17,65.61,65.82,65.36,65.53,17952742
7-Apr-17,65.85,65.96,65.44,65.68,14108533
6-Apr-17,65.60,66.06,65.48,65.73,18103453
5-Apr-17,66.30,66.35,65.44,65.56,21448594
4-Apr-17,65.39,65.81,65.28,65.73,12997449
3-Apr-17,65.81,65.94,65.19,65.55,20400871
31-Mar-17,65.65,66.19,65.45,65.86,21040331
30-Mar-17,65.42,65.98,65.36,65.71,15122823
29-Mar-17,65.12,65.50,64.95,65.47,13618424
28-Mar-17,64.96,65.47,64.65,65.29,20080358
27-Mar-17,64.63,65.22,64.35,65.10,18614662
24-Mar-17,65.36,65.45,64.76,64.98,22617105
23-Mar-17,64.94,65.24,64.76,64.87,19269203
22-Mar-17,64.12,65.14,64.12,65.03,20680015
21-Mar-17,65.19,65.50,64.13,64.21,26640480
20-Mar-17,64.91,65.18,64.72,64.93,14598083
17-Mar-17,64.91,65.24,64.68,64.87,49219686
16-Mar-17,64.75,64.76,64.30,64.64,20674296
15-Mar-17,64.55,64.92,64.25,64.75,24833810
14-Mar-17,64.53,64.55,64.15,64.41,14280202
13-Mar-17,65.01,65.20,64.57,64.71,20100035
10-Mar-17,65.11,65.26,64.75,64.93,19538245
9-Mar-17,65.19,65.20,64.48,64.73,19846832
8-Mar-17,64.26,65.08,64.25,64.99,21510907
7-Mar-17,64.19,64.78,64.19,64.40,18520987
6-Mar-17,63.97,64.56,63.81,64.27,18750255
3-Mar-17,63.99,64.28,63.62,64.25,18139405
2-Mar-17,64.69,64.75,63.88,64.01,24539597
1-Mar-17,64.13,64.99,64.02,64.94,26937459
28-Feb-17,64.08,64.20,63.76,63.98,23239825
27-Feb-17,64.54,64.54,64.04,64.23,15871507
24-Feb-17,64.53,64.80,64.14,64.62,21796800
23-Feb-17,64.42,64.73,64.20,64.62,20273128
22-Feb-17,64.33,64.39,64.05,64.36,19292651
21-Feb-17,64.61,64.95,64.45,64.49,20655869
17-Feb-17,64.47,64.69,64.30,64.62,21248818
16-Feb-17,64.74,65.24,64.44,64.52,20546345
15-Feb-17,64.50,64.57,64.16,64.53,17005157
14-Feb-17,64.41,64.72,64.02,64.57,23108426
13-Feb-17,64.24,64.86,64.13,64.72,22920101
10-Feb-17,64.25,64.30,63.98,64.00,18170729
9-Feb-17,63.52,64.44,63.32,64.06,22644443
8-Feb-17,63.57,63.81,63.22,63.34,18096358
7-Feb-17,63.74,63.78,63.23,63.43,20277226
6-Feb-17,63.50,63.65,63.14,63.64,19796360
3-Feb-17,63.50,63.70,63.07,63.68,30301759
2-Feb-17,63.25,63.41,62.75,63.17,45827013
1-Feb-17,64.36,64.62,63.47,63.58,39671528
31-Jan-17,64.86,65.15,64.26,64.65,25270549
30-Jan-17,65.69,65.79,64.80,65.13,31651445
27-Jan-17,65.39,65.91,64.89,65.78,44817972
26-Jan-17,64.12,64.54,63.55,64.27,43554645
25-Jan-17,63.95,64.10,63.45,63.68,24654933
24-Jan-17,63.20,63.74,62.94,63.52,24672940
23-Jan-17,62.70,63.12,62.57,62.96,23097581
20-Jan-17,62.67,62.82,62.37,62.74,30213462
19-Jan-17,62.24,62.98,62.20,62.30,18451655
18-Jan-17,62.67,62.70,62.12,62.50,19670102
17-Jan-17,62.68,62.70,62.03,62.53,20663983
13-Jan-17,62.62,62.86,62.35,62.70,19422310
12-Jan-17,63.06,63.40,61.95,62.61,20968223
11-Jan-17,62.61,63.23,62.43,63.19,21517335
10-Jan-17,62.73,63.07,62.28,62.62,18593004
9-Jan-17,62.76,63.08,62.54,62.64,20382730
6-Jan-17,62.30,63.15,62.04,62.84,19922919
5-Jan-17,62.19,62.66,62.03,62.30,24875968
4-Jan-17,62.48,62.75,62.12,62.30,21339969
3-Jan-17,62.79,62.84,62.12,62.58,20694101
