Date,Open,High,Low,Close,Volume
2-Jun-17,45.88,46.07,45.48,45.66,11794562
1-Jun-17,45.52,45.80,45.36,45.79,8138901
31-May-17,45.42,45.55,45.26,45.39,14757634
30-May-17,45.11,45.46,45.11,45.42,10769777
26-May-17,45.21,45.44,45.06,45.26,6899725
25-May-17,44.99,45.30,44.83,45.20,7597616
24-May-17,44.65,44.88,44.50,44.83,7712277
23-May-17,44.68,44.84,44.52,44.56,6873723
22-May-17,44.33,44.65,44.28,44.63,9805760
19-May-17,44.21,44.52,44.17,44.31,11519180
18-May-17,44.06,44.41,43.60,44.17,12777557
17-May-17,44.99,45.09,44.20,44.23,18489195
16-May-17,45.36,45.37,45.15,45.29,7944498
15-May-17,45.24,45.36,45.09,45.32,9694029
12-May-17,45.01,45.15,44.92,45.08,7965112
11-May-17,45.41,45.41,44.97,45.16,8996359
10-May-17,45.52,45.56,45.29,45.53,6906121
9-May-17,45.50,45.68,45.38,45.48,6530558
8-May-17,45.48,45.70,45.42,45.56,7559917
5-May-17,45.71,45.78,45.36,45.58,8443421
4-May-17,44.96,45.78,44.95,45.47,15505168
3-May-17,45.05,45.16,44.77,44.89,10695874
2-May-17,45.00,45.35,44.97,45.13,11649568
1-May-17,45.01,45.18,44.87,45.05,9118316
28-Apr-17,44.74,44.96,44.52,44.96,12962658
27-Apr-17,44.88,44.94,44.65,44.77,8221029
26-Apr-17,44.75,45.04,44.64,44.69,10122447
25-Apr-17,44.98,44.98,44.60,44.72,12436821
24-Apr-17,44.97,44.99,44.62,44.84,10848901
21-Apr-17,44.59,44.74,44.40,44.43,11556016
20-Apr-17,44.26,44.63,44.17,44.53,10880924
19-Apr-17,44.44,44.54,44.08,44.19,10711956
18-Apr-17,44.21,44.58,44.14,44.52,10446944
17-Apr-17,44.12,44.36,44.00,44.29,10999992
13-Apr-17,44.19,44.45,43.98,44.00,11838300
12-Apr-17,44.33,44.41,44.03,44.18,8457041
11-Apr-17,43.89,44.45,43.76,44.17,15422353
10-Apr-17,44.21,44.44,43.96,44.00,11668629
7-Apr-17,44.09,44.38,43.99,44.29,13446605
6-Apr-17,44.53,44.53,44.14,44.18,11557755
5-Apr-17,44.74,44.97,44.41,44.49,9445119
4-Apr-17,44.61,44.74,44.38,44.59,9161341
3-Apr-17,44.68,45.05,44.40,44.61,16044276
31-Mar-17,44.50,44.85,44.46,44.61,10652754
30-Mar-17,44.45,44.74,44.37,44.68,7792510
29-Mar-17,44.52,44.73,44.47,44.52,10636243
28-Mar-17,44.83,45.03,44.66,44.69,14008754
27-Mar-17,44.51,44.93,44.36,44.84,8933400
24-Mar-17,44.92,45.09,44.58,44.65,13110178
23-Mar-17,44.68,45.06,44.67,44.95,16190536
22-Mar-17,45.13,45.45,44.63,44.79,14339677
21-Mar-17,45.31,45.40,44.71,44.84,21974454
20-Mar-17,45.67,45.95,45.16,45.23,21452575
17-Mar-17,45.25,45.98,45.11,45.66,31688720
16-Mar-17,46.39,46.99,45.65,45.73,67535437
15-Mar-17,42.90,43.20,42.64,43.05,18393223
14-Mar-17,42.58,42.84,42.40,42.79,10290999
13-Mar-17,42.75,42.78,42.52,42.58,12440837
10-Mar-17,42.62,42.69,42.35,42.68,12244538
9-Mar-17,42.63,42.63,42.25,42.44,10308443
8-Mar-17,42.68,42.79,42.51,42.61,9217090
7-Mar-17,42.58,42.75,42.52,42.60,9492905
6-Mar-17,42.46,42.74,42.30,42.57,9196010
3-Mar-17,42.77,42.88,42.59,42.69,8928505
2-Mar-17,42.83,42.93,42.63,42.89,9431593
1-Mar-17,42.75,43.00,42.69,42.92,11402152
28-Feb-17,42.62,42.74,42.42,42.59,14450263
27-Feb-17,43.26,43.26,42.52,42.70,13876507
24-Feb-17,42.74,43.19,42.68,43.17,11426697
23-Feb-17,42.56,42.99,42.50,42.96,15483953
22-Feb-17,42.26,42.52,42.13,42.51,11602769
21-Feb-17,41.99,42.38,41.93,42.27,12394709
17-Feb-17,41.54,42.06,41.50,42.06,18545336
16-Feb-17,41.46,41.74,41.36,41.59,10132672
15-Feb-17,40.96,41.48,40.89,41.41,9243647
14-Feb-17,40.92,41.17,40.75,41.10,9622961
13-Feb-17,40.89,41.19,40.80,41.09,12779834
10-Feb-17,40.33,40.92,40.21,40.79,13168666
9-Feb-17,40.09,40.45,40.05,40.23,10977185
8-Feb-17,40.06,40.35,40.01,40.02,8883343
7-Feb-17,40.16,40.30,40.04,40.07,8848671
6-Feb-17,40.44,40.44,40.08,40.10,7871322
3-Feb-17,40.07,40.43,39.95,40.43,12941164
2-Feb-17,39.77,40.00,39.68,39.98,10120343
1-Feb-17,40.22,40.22,39.71,39.84,11836961
31-Jan-17,40.21,40.25,39.68,40.11,10766745
30-Jan-17,40.11,40.25,39.81,40.23,10589562
27-Jan-17,40.20,40.39,40.13,40.23,9232665
26-Jan-17,40.21,40.25,39.95,40.13,10556466
25-Jan-17,40.32,40.38,39.95,40.15,13164793
24-Jan-17,39.85,40.20,39.75,40.10,12216458
23-Jan-17,39.76,40.09,39.43,39.68,13251221
20-Jan-17,39.46,40.04,39.45,39.87,25439091
19-Jan-17,39.12,39.38,39.10,39.21,12232380
18-Jan-17,39.28,39.34,39.03,39.19,10394029
17-Jan-17,39.07,39.28,38.88,39.10,11081367
13-Jan-17,39.16,39.33,39.03,39.26,9455308
12-Jan-17,39.03,39.32,38.59,39.20,11527296
11-Jan-17,38.64,39.13,38.64,39.11,10403082
10-Jan-17,39.00,39.07,38.66,38.66,11316576
9-Jan-17,38.53,39.45,38.47,39.03,15587888
6-Jan-17,38.75,38.75,38.38,38.45,14829725
5-Jan-17,38.67,38.95,38.40,38.64,12064718
4-Jan-17,38.55,38.92,38.55,38.74,9545541
3-Jan-17,38.45,38.69,38.30,38.55,11051341
